id,GPT_label,GPT_confidence,GPT_reasoning
1ev1han,1,High,"The post clearly discusses irritability, anger, and emotional symptoms in relation to recent cannabis withdrawal, which aligns with the specified health concerns of anxiety and mood-related effects."
1ev5hfd,1,High,"The post clearly discusses cannabis withdrawal symptoms, including sleep disturbances and emotional effects, in relation to quitting cannabis, fitting the relevance criteria."
1evhlpx,0,Low,"The post mentions weed but does not specify any discussion of pain, anxiety, or sleep related to cannabis use."
1ewqw68,1,High,"The post extensively discusses cannabis withdrawal symptoms, anxiety, and physical effects related to stopping cannabis use, aligning with the relevance criteria."
1ewzwk9,1,High,"The post discusses withdrawal symptoms related to cannabis use (PAWS), including symptoms like sweating, loss of appetite, shakes, insomnia, and anxiety, which are directly relevant to the specified health concerns."
1eycozk,1,High,"The post discusses cannabis in relation to multiple health concerns, including anxiety and sleep issues, which aligns with the relevance criteria."
1eyrmh4,1,High,"The post clearly discusses cannabis use (vaping carts) in relation to symptoms of anxiety, tenseness, and physical discomfort, which are relevant to the target conditions."
1ez2d0d,1,High,"The post discusses the physical and mental effects of cannabis withdrawal, including depression, exhaustion, and the realization of addiction, which are directly related to the target conditions of pain, anxiety, or sleep."
1ez69u0,1,High,"The post describes a cannabis-induced reaction (greening out) involving symptoms like loss of consciousness and incontinence, which are related to adverse effects on sleep and anxiety symptoms."
1ezabyd,1,High,"The post discusses withdrawal symptoms (anger, sweating, tiredness, weight loss) related to stopping cannabis use, which aligns with the relevance criteria for cannabis withdrawal effects impacting sleep, anxiety, or pain."
1f05j09,1,High,"The post discusses cravings, mood, and sleep issues related to quitting cannabis, which are directly connected to the target conditions of pain, anxiety, or sleep, and reflects on the impact of cannabis withdrawal."
1f068te,1,High,"The post clearly discusses worsening anxiety related to cannabis use, including panic attacks and the impact on mental health, fitting the relevance criteria."
1f06zir,1,High,"The post clearly discusses cannabis withdrawal symptoms (nausea, sweating, diarrhea, nausea, sadness) in relation to stopping daily vaping, which directly relates to sleep, anxiety, or pain concerns."
1f0ekns,1,High,"The post discusses cannabis use in relation to respiratory issues following COVID and mentions potential drug interactions, which relates to health concerns involving cannabis and breathing, fitting the relevance criteria."
1f0tky2,0,Low,"The post discusses muscle fatigue and health anxiety without mentioning cannabis or any related effects on pain, anxiety, or sleep."
1f0wo70,0,Low,"The post discusses appetite and nausea related to not smoking, but it does not explicitly mention cannabis use or its effects on pain, anxiety, or sleep."
1f141n3,1,High,"The post discusses cannabis use in relation to anxiety, its effects on mental state, and the desire to quit due to anxiety and negative emotional impact, fitting the relevance criteria."
1f19o2h,0,Low,"The post describes a persistent brain burning sensation after using edibles but does not mention any connection to pain, anxiety, or sleep issues related to cannabis use."
1f1rcg9,1,High,"The post discusses cannabis withdrawal symptoms (headache, nausea, anxiety, constipation) in relation to a health concern (digestion), fitting the relevance criteria."
1f2b3ld,0,Medium,"The post discusses sleep disruption related to cannabis use but does not explicitly mention cannabis's effects on sleep, anxiety, or pain, nor does it describe symptoms or relief related to these conditions."
1f2cjhh,1,High,"The post discusses cannabis use in relation to paranoia and anxiety, seeking ways to enjoy it again, which aligns with the relevance criteria for anxiety."
1f2go8f,0,Medium,"The post discusses distress caused by secondhand smoke and personal boundaries related to cannabis use, but it does not explicitly mention cannabis in relation to pain, anxiety, or sleep, nor does it discuss cannabis effects on these conditions."
1f2k429,1,High,"The post discusses cannabis withdrawal symptoms, including anxiety and sleep issues, in the context of PAWS after quitting heavy cannabis use, which aligns with the relevance criteria."
1f2phej,1,High,"The post discusses struggling with withdrawal symptoms such as exhaustion, sleep difficulties, brain fog, and memory issues, which are related to cannabis withdrawal affecting sleep and cognitive function."
1f2u8ta,1,High,"The post discusses cannabis withdrawal symptoms, including nightmares, anxiety (panic attack, hyperventilating), and mental fog, all related to the target conditions of sleep and anxiety."
1f3h0zd,1,High,"The post discusses cannabis withdrawal symptoms, including stomach pain, decreased appetite, and emotional distress, in the context of recent cessation, which aligns with the relevance criteria."
1f42cg9,1,High,"The post discusses cannabis use and describes symptoms of anxiety, panic, and altered perception following use, which are directly related to the target conditions."
1f4hqdz,1,High,"The post discusses symptoms (nose stinging, headache, anxiety) potentially related to secondhand cannabis smoke, which aligns with the relevance criteria concerning cannabis and anxiety or related symptoms."
1fdiuv7,0,Medium,"The post discusses quitting kratom and transitioning to cannabis products, but it does not explicitly mention or discuss cannabis in relation to pain, anxiety, or sleep concerns."
1fek7t3,1,High,"The post discusses cannabis (CBD and THC mixture) in relation to sleep issues and nightmares caused by PTSD symptoms, fitting the relevance criteria for sleep."
1fhhap3,1,High,"The post describes a distressing psychological reaction, hallucinations, anxiety, and sleep disturbances following cannabis edible use, all of which are related to symptoms of cannabis withdrawal and adverse effects on sleep, anxiety, and mental health."
1fkw645,1,High,"The post discusses cannabis use in relation to mental health symptoms such as depression, brain fog, and cravings, which are relevant to the target conditions of anxiety and sleep, especially considering the mention of cravings and mood changes associated with cannabis."
1fof52g,1,Medium,"The post discusses CBD use in relation to pain and reports a racing heart as a side effect, which could be linked to cannabis derivatives affecting symptoms or side effects related to pain management."
1fp5rnl,1,High,"The post discusses insomnia in relation to reduced cannabis use and withdrawal, which aligns with the relevance criteria for sleep-related issues caused or affected by cannabis."
1fsdojz,1,High,"The post clearly discusses cannabis withdrawal symptoms (anxiety, sleep issues, appetite changes) in relation to stopping cannabis use, which aligns with the relevance criteria."
1fsugsv,1,High,"The post discusses using cannabis as a sleep aid and its impact on sleep, along with mentions of anxiety and rumination, which are relevant to the specified health concerns."
1ft86py,1,High,"The post clearly discusses cannabis use for sleep, including dosage, effects, tolerance, and cannabinoid ratios in relation to sleep and anxiety, fitting the relevance criteria."
1fxsgi9,1,High,"The post discusses cannabis withdrawal symptoms, specifically stomach pain and sickness after quitting, which directly relates to the target conditions of pain and withdrawal-induced symptoms."
1fybd40,0,Low,"The post discusses hurricane preparedness and employment concerns without any mention of cannabis or related health conditions (pain, anxiety, or sleep)."
1fz26k5,0,Medium,"The post expresses general anxiety related to a hurricane but does not mention cannabis or its effects on anxiety, nor does it discuss cannabis use in relation to anxiety symptoms."
1g48mwu,1,High,"The post clearly discusses cannabis withdrawal symptoms, specifically depression and anxiety, in relation to a T-break, which aligns with the relevance criteria for mental health concerns."
1g4kwp9,1,High,"The post discusses sleep disturbances related to cannabis use, including waking multiple times at night and using cannabis to aid sleep, which aligns with the relevance criteria for sleep concerns."
1g9a0p5,1,High,"The post clearly discusses cannabis use in relation to anxiety, including experiences of high anxiety and panic attacks while high, and seeks advice on managing cannabis-induced anxiety."
1ga698v,0,Medium,The post discusses quitting weed and sleep issues but does not explicitly mention or relate cannabis use to sleep problems or seek advice on cannabis's effects on sleep.
1gajbue,1,High,"The post explicitly discusses using cannabis (flower) to manage chronic migraines and seeks alternatives while on a tolerance break, directly relating to cannabis use for pain management."
1gfo94o,1,High,"The post clearly discusses cannabis use in relation to anxiety, sleep, and overall mental health struggles, including its role as a band-aid for depression and anxiety, and mentions the desire to stop or reduce use, fitting the relevance criteria."
1gh5u0n,1,High,"The post discusses CBD use in relation to muscle pain and anxiety, which are relevant health concerns specified in the relevance criteria."
1gih0hk,1,High,"The post clearly discusses cannabis use in relation to sleep, noting insomnia and withdrawal symptoms, which aligns with the relevance criteria."
1gii71v,1,High,"The post clearly discusses cannabis use and describes symptoms such as hallucinations, dizziness, visual distortions, heart pounding, nausea, and anxiety, which are related to cannabis effects and overdose, fitting the relevance criteria for sleep, anxiety, or pain concerns."
1gjm7pw,1,High,"The post discusses cannabis withdrawal symptoms, including sleeplessness and nausea, in the context of detox, and mentions anxiety related to stopping cannabis, which aligns with the relevance criteria."
1gjt55c,0,Low,"The post discusses plant leaf bleaching and concerns about plant health, with no mention of cannabis or related health conditions such as pain, anxiety, or sleep."
1gkb8uc,0,Low,"The post discusses sleep and cannabis in a general, non-specific way without mentioning effects, symptoms, or conditions related to sleep, pain, or anxiety."
1gqkb47,0,Low,"The post discusses cannabis device preferences and usage for depression, anxiety, and insomnia but does not explicitly mention or discuss the effects, symptoms, or treatment related to these conditions, nor does it describe any symptom changes or effects directly linked to cannabis use."
1gsbi82,1,High,"The post discusses cannabis use and its effects related to anxiety and heart pounding, which are relevant to the target conditions."
gsvll23,0,Low,"The post is vague and does not clearly mention cannabis, a health concern, or related symptoms such as pain, anxiety, or sleep issues."
gv77kwt,1,High,"The post clearly discusses reducing cannabis use and its positive effects on anxiety, which aligns with the relevance criteria related to anxiety."
gvqillg,1,High,"The post discusses cannabis/THC in relation to anxiety and sleep, mentioning how cannabis use worsens anxiety and affects sleep, which aligns with the relevance criteria."
gw73loe,0,Medium,"The post discusses the subjective effects of cannabis related to anxiety but does not explicitly mention its impact on anxiety symptoms, treatment, or symptom relief/worsening."
gyn05so,0,Low,"The post discusses cannabis usage and strain selection but does not mention any health concerns related to pain, anxiety, or sleep."
gyvozum,1,Medium,"The post discusses withdrawal symptoms and sleep disturbances related to cannabis withdrawal, as well as potential effects of cannabis and CBD on withdrawal symptoms, which aligns with the relevance criteria."
h14qma2,0,Low,"The post primarily discusses methods of cannabis consumption and harm reduction without explicitly mentioning or discussing pain, anxiety, or sleep concerns related to cannabis use."
h1zpjln,0,Low,"The post mentions switching to a vaporizer to avoid headaches but does not discuss cannabis in relation to pain, anxiety, or sleep, nor does it mention effects on these conditions."
h5upo4p,0,Low,"The post discusses general attitudes toward cannabis use and legal issues without mentioning any specific health concerns related to pain, anxiety, or sleep."
h7ka0ma,1,High,"The post discusses cannabis use in relation to sleep and mentions intense dreams, which are relevant sleep symptoms."
h8eod7k,0,Medium,"The post discusses quitting cannabis due to legal reasons and mentions mild sleep disturbance but does not clearly address cannabis's effects on pain, anxiety, or sleep symptoms related to use or withdrawal."
he8ockh,1,High,"The post clearly discusses cannabis use as a sleep aid that contributed to the remission of depression and anxiety symptoms, fitting the relevance criteria."
hiy12s1,0,Low,"The post discusses cannabis use timing and sleep, but does not explicitly mention pain, anxiety, or sleep symptoms related to cannabis, nor does it discuss therapeutic effects or symptoms induced by cannabis in those conditions."
hlvia43,1,High,"The post discusses cannabis use in relation to panic/anxiety symptoms and mentions a method to manage anxiety induced by cannabis, fitting the relevance criteria."
hn3rpu5,1,High,"The post explicitly mentions cannabis use helping with both anxiety and pain, which aligns with the relevance criteria."
hnt7qmq,1,Medium,"The post discusses THC causing anxiety and physical symptoms related to that, which are relevant to the health concerns of anxiety and possibly panic symptoms."
htsw1l3,1,High,"The post discusses cannabis use in relation to PTSD symptoms, including improved sleep and reduction of nightmares and flashbacks, which aligns with the specified health concerns."
hwy4x3g,1,High,"The post discusses anxiety and paranoia related to cannabis use, specifically mentioning how different strains affect these symptoms, which aligns with the relevance criteria."
i16n56a,1,High,"The post clearly discusses cannabis withdrawal symptoms, including anxiety, sleep disturbances, and heart rhythm issues, in relation to cannabis use and cessation."
i3sre76,1,High,"The post discusses cannabis use in relation to chest pain and a racing heart rate, which are symptoms related to the target conditions (pain and anxiety), making it relevant."
i3uqntj,0,Low,"The post mentions racing heart and chest tightness but does not explicitly connect these symptoms to cannabis use or discuss their relation to pain, anxiety, or sleep."
i9ce81x,0,Medium,"The post discusses a change in smell perception related to cannabis use but does not mention any impact on pain, anxiety, or sleep symptoms, making it not relevant according to the given criteria."
ic1bttt,0,Medium,"The post mentions that Blue Dream makes the user sleepy but does not discuss any effects related to pain, anxiety, or sleep issues, nor does it mention therapeutic use or symptom relief."
ic1d8c2,1,Medium,"The post discusses THC's effects related to paranoia, which can be associated with anxiety symptoms."
ic3adeo,0,Low,"The post mentions a strain of cannabis but does not discuss its effects or relation to pain, anxiety, or sleep."
idsyorf,1,Medium,"The post discusses past panic attacks related to stress and cannabis use, indicating a connection to anxiety, which aligns with the relevance criteria."
ig3q4aw,0,Medium,"The post discusses insomnia but does not mention cannabis or its effects related to sleep, making it not clearly relevant under the given criteria."
ijbem4q,1,Medium,"The post discusses using cannabis (edibles) for insomnia and anxiety, which are related to sleep and anxiety concerns, aligning with the relevance criteria."
imj9qw3,0,Medium,"The post discusses a physical discomfort potentially related to cannabis tincture but does not explicitly mention or relate this to pain, anxiety, or sleep concerns."
iptoda2,1,High,"The post discusses cannabis (CBD and THC) in relation to chronic pain, mentioning both the potential benefits and adverse effects, which aligns with the relevance criteria for pain management."
ipvc1vb,1,High,"The post explicitly discusses cannabis use for pain management and its effects on migraines and back pain, which are relevant health concerns."
ipvl595,1,High,"The post explicitly asks about cannabis (CBD and THC) in relation to managing chronic headaches, which are a type of pain, fitting the relevance criteria."
iqwwf7e,0,Low,"The post primarily discusses ankle/foot injury recovery and pain management strategies without explicitly mentioning cannabis, or its relation to pain, anxiety, or sleep."
is25l8t,0,Low,"The post mentions people getting high and freaking out but does not specify any connection to pain, anxiety, or sleep concerns related to cannabis use."
is7h94a,1,Medium,"The post discusses CBD and THC effects related to relaxation, stimulation, and focus, which are relevant to sleep and anxiety concerns, fitting the relevance criteria."
itsmphb,0,Medium,"The post discusses being a heavy smoker and experiencing spiraling thoughts, but it does not explicitly mention or relate to pain, anxiety, or sleep concerns associated with cannabis use."
iyoptza,1,High,"The post clearly discusses cannabis use in relation to sleep, mentioning its effectiveness in improving sleep quality, which aligns with the relevance criteria for sleep-related discussions."
iyzuf7r,1,Medium,"The post discusses cannabis and its terpene components in relation to pain relief, which can be considered a pain-related health concern, thus fitting the relevance criteria."
izb40x2,1,High,"The post discusses cannabis's impact on sleep, specifically REM sleep suppression and sleep quality, which directly relates to sleep concerns."
j0rc1ra,0,Low,"The post discusses a medical emergency and death without mentioning cannabis, pain, anxiety, or sleep concerns related to cannabis use."
j29gmhq,0,Low,"The post discusses diverticulitis and surgery without any mention of cannabis or related health concerns such as pain, anxiety, or sleep."
j2rh7j6,1,High,"The post discusses cannabis (high CBD flower with THC and CBG) in relation to pain management, which aligns with the relevance criteria for pain."
j4qemmj,1,High,"The post discusses cannabis in relation to pain management, including its benefits, different strains, cannabinoids, and methods of use, aligning with the relevance criteria."
j69caoq,0,Low,The post mentions inflammation and immune system but does not explicitly discuss cannabis use or its effects on the inflammation or related health concerns.
j879xu3,0,Medium,"The post discusses anxiety and mindfulness related to cannabis consumption but does not explicitly mention cannabis use affecting pain, sleep, or directly worsening or inducing these specific health concerns."
j8t7qco,0,Low,"The post discusses personal emotional well-being and stress management but does not mention cannabis, its use, or its effects related to pain, anxiety, or sleep."
jb3uzee,1,High,"The post discusses cannabis in relation to anxiety symptoms, including discontinuation effects and potential relief strategies, which aligns with the relevance criteria."
jc7sh0h,1,High,"The post discusses cannabis use in relation to sleep, mentioning sleep difficulties when not using cannabis and effects on dreaming, which aligns with the target sleep concern."
jcikthi,1,High,"The post discusses cannabis use in relation to anxiety and paranoia, which are relevant to the target conditions."
jd1tobf,1,High,"The post discusses CBD use in relation to anxiety, a target condition, and mentions its effects on anxiety symptoms, fitting the relevance criteria."
jeputfe,0,Low,"The post discusses illness symptoms and COVID-19 but does not mention cannabis, its effects, or any relation to pain, anxiety, or sleep concerns."
jgfb7ej,1,Medium,"The post discusses using cannabis to manage sleep issues related to back pain, which aligns with sleep concerns, but it does not explicitly mention effects on pain, anxiety, or cannabis's impact on these conditions."
jgok503,0,Low,"The post does not mention cannabis or its effects in relation to pain, anxiety, or sleep, nor does it discuss therapeutic use or symptoms related to these conditions."
ji238zs,1,High,"The post clearly discusses cannabis (delta 8) in relation to pain and sleep, mentioning symptom relief and effects, fitting the relevance criteria."
jidhb1z,1,High,"The post discusses adverse effects (anxiety, paranoia, heart racing) related to cannabis use and expresses a desire to relax, which aligns with the target conditions of anxiety and sleep disturbance."
jj8u0c0,1,High,"The post clearly discusses cannabis use (disty) and describes a panic attack with symptoms (rapid heartbeat, shaking, sweating) related to cannabis consumption, fitting the relevance criteria."
jl3ah5c,0,Low,"The post discusses ADHD and general cannabis terpene profiles without explicitly mentioning cannabis use for pain, anxiety, or sleep, nor discussing its effects on these conditions."
jlnjh7x,0,Low,"The post discusses cannabis use in relation to mental health and medication but does not explicitly mention pain, anxiety, or sleep concerns, nor does it describe effects on these conditions."
jo6aca5,0,Low,"The post discusses delta 8 and concerns about safety and product quality but does not mention any of the three target health conditions (pain, anxiety, or sleep) or their symptoms."
joc8z4g,0,Low,"The post mentions using cannabis (disty) and experiencing a tummy ache, but it does not clearly discuss the effects on pain, anxiety, or sleep, nor does it relate to these conditions."
jolya6x,1,High,"The post discusses full spectrum cannabis derivatives (CBD, CBG, CBN, D8) and their effects on high quality and paranoia, which relates directly to sleep, anxiety, or pain management concerns associated with cannabis use."
joqthcv,0,Low,"The post does not mention any health concerns related to pain, anxiety, or sleep, nor does it discuss cannabis effects on these conditions."
k2jv4mn,1,High,"The post discusses cannabis use in relation to sleep, mentioning effects on sleep onset and dreams, which aligns with the relevance criteria for sleep-related discussions."
k2kk6rd,1,High,"The post discusses cannabis use in relation to sleep and mentions effects on dreaming, which aligns with the relevance criteria for sleep."
k2m5caq,0,Low,"The post discusses melatonin for sleep but does not explicitly mention cannabis or its effects on sleep, anxiety, or pain."
k5p9hiz,1,High,"The post explicitly mentions CBD as being effective for pain and anxiety, which are two of the targeted health concerns, and discusses its use as an alternative to being ""stoned."""
k6hp7lj,1,High,"The post clearly discusses cannabis use in relation to pain, noting that it amplifies pain symptoms, which aligns with the relevance criteria."
k82k449,1,High,"The post clearly discusses cannabis (strain-specific use, edibles, RSO) in relation to migraines, which are a type of pain, fitting the relevance criteria."
ka1gznz,1,High,"The post discusses THC-induced anxiety and panic, which are related to the target conditions of anxiety and potentially sleep disturbance due to anxiety, fitting the relevance criteria."
kbgs8e2,0,Medium,"The post discusses cannabis use and health but focuses on general health management and potential CHS triggers without explicitly mentioning pain, anxiety, or sleep concerns related to cannabis."
ke340gr,0,Low,"The post discusses managing nightmares and lucid dreaming techniques without explicitly mentioning cannabis, pain, anxiety, or sleep symptoms related to cannabis use or withdrawal."
ks3if44,1,High,"The post discusses cannabis (skunk and Thai/brick weed) in relation to its effects (no anxiety, smooth hit) and mentions its impact on the user's experience, which relates to sleep, anxiety, or pain management, making it relevant under the provided criteria."
ksk90x4,0,Low,"The post discusses enjoying yard work, gardening, and car detailing while high but does not mention any health concerns related to pain, anxiety, or sleep."
ksyip9h,0,Medium,"The post mentions cannabis use but does not discuss any of the three targeted health concerns (pain, anxiety, or sleep) or its effects related to these conditions."
l1ykglx,1,High,"The post clearly discusses cannabis use in relation to a health concern (tachycardia) and mentions how cannabis affects heart rate, which aligns with the relevance criteria for sleep, anxiety, or pain-related symptoms."
l22ndw8,1,High,"The post discusses CBD's role in mitigating THC-related effects, which relates to cannabis use and its impact on anxiety or physical symptoms associated with cannabis consumption."
l25t7sk,1,Medium,"The post mentions a headache following cannabis use and discusses dosage, which relates to a health concern (pain) in the context of cannabis use."
l25v3pk,0,Low,"The post mentions CBD and a headache but does not specify that the headache is related to pain, anxiety, or sleep issues, nor does it discuss cannabis's effects on these conditions."
l2z2yct,1,Medium,"The post mentions THC and CBN, which are cannabis derivatives, but it does not explicitly discuss their effects on pain, anxiety, or sleep, though the context suggests a possible relation to sleep."
l3itqgx,0,Low,"The post mentions stomach ache but does not specify a connection to cannabis use for health management or symptom relief related to pain, anxiety, or sleep."
l3mehu7,0,Low,"The post discusses cannabis products and dosing but does not mention any of the target health concerns (pain, anxiety, or sleep) or their symptoms."
l3tnwu3,1,Medium,"The post discusses cannabis in relation to anxiety symptoms (shortness of breath), which aligns with the relevance criteria."
l3z6ekm,0,Medium,"The post discusses cannabis carts and general health concerns but does not explicitly mention pain, anxiety, or sleep issues related to cannabis use."
l51rdsu,0,Low,"The post primarily discusses cannabis pharmacokinetics, dosing, and cannabinoid interactions without explicitly mentioning or relating to pain, anxiety, or sleep concerns."
l6ffm02,0,Low,"The post offers general reassurance and entertainment suggestions without mentioning cannabis or its effects related to pain, anxiety, or sleep."
l7q65dh,0,Low,"The post is vague and does not explicitly mention cannabis, health concerns, or related symptoms such as pain, anxiety, or sleep issues."
l9r9m5s,0,Medium,"The post discusses health issues related to blood pressure and anxiety, but it does not specifically mention cannabis use in relation to pain, anxiety, or sleep, which are the target conditions."
lazjljm,1,Medium,"The post mentions THC and suggests microdosing, which relates to cannabis use in the context of managing or affecting health symptoms, potentially including pain, anxiety, or sleep, fitting the relevance criteria."
lb5lo53,1,High,"The post discusses CBD's effects in relation to THC, specifically mentioning its role in calming and reducing panic during high THC experiences, which relates directly to anxiety and the effects of cannabis on that condition."
lb5pb1b,1,Medium,"The post discusses cannabis use specifically for sleep and describes its effects related to sleep, fitting the relevance criteria."
lbdfqma,1,Medium,"The post mentions anxiety related to being sick, which aligns with the target conditions, but it does not explicitly mention cannabis or its effects on these conditions."
lbizpk9,1,High,"The post clearly discusses cannabis use in relation to PTSD, sleep, and appetite, which are relevant to the specified health concerns."
lbjfpql,0,Low,"The post does not mention cannabis or any health concerns related to pain, anxiety, or sleep."
lbk9ce8,0,Low,"The post discusses the process of obtaining medical cannabis but does not mention any specific health concern related to pain, anxiety, or sleep."
lbkx1gg,0,Low,"The post discusses CBD and THC interactions but does not clearly mention any health concern related to pain, anxiety, or sleep."
lbmcg4m,0,Low,"The post does not mention cannabis, health concerns, or any related symptoms; it is off-topic regarding therapeutic cannabis use."
lbmtkxi,0,Low,"The post discusses political history and electoral issues without mentioning cannabis or any of the three specified health concerns (pain, anxiety, sleep)."
lbov1xd,1,Medium,"The post discusses a high heart rate and passing out as symptoms related to THC use, which are relevant to the health concerns of pain, anxiety, or sleep, specifically indicating adverse effects of cannabis."
lbsps59,1,High,"The post discusses cannabis use in relation to anxiety symptoms and strategies to manage panic attacks, which aligns with the relevance criteria for anxiety."
lbuz60e,0,Low,"The post does not mention cannabis or any health concerns related to pain, anxiety, or sleep; it only references a TV show as background noise."
lbvh8yw,0,Low,"The post does not mention cannabis or any health concerns related to pain, anxiety, or sleep; it is vague and off-topic."
lbznnt4,0,Medium,"The post discusses general health and lifestyle issues without mentioning cannabis or its effects on pain, anxiety, or sleep."
lc0ygrp,1,High,"The post discusses cannabis use for pain relief and describes positive effects on physical comfort, aligning with the relevance criteria for pain."
lc14v7a,1,High,"The post clearly discusses cannabis use in relation to anxiety and mentions that smoking may have affected their nervous system, aligning with the relevance criteria."
lc55oep,0,Low,"The post discusses recreational gaming experiences and paranoia while stoned but does not mention any health concerns related to pain, anxiety, or sleep."
ld2czo3,0,Low,"The post discusses headache symptoms and potential migraine treatment but does not explicitly mention cannabis, its effects, or related symptoms such as pain, anxiety, or sleep issues."
ldauhup,0,Low,"The post discusses pain potentially related to vaping but does not explicitly mention cannabis or its effects on pain, anxiety, or sleep, thus it does not meet the relevance criteria."
ldi3gjj,0,Medium,"The post discusses symptoms that could be related to nerve issues but does not explicitly mention cannabis, pain, anxiety, or sleep concerns in relation to cannabis use or effects."
ldi7hku,1,High,"The post explicitly discusses cannabis (CBD/THC) use in relation to anxiety relief, which aligns with the relevance criteria."
ldsh7a6,0,Medium,"The post discusses cannabis withdrawal and general health habits but does not explicitly mention cannabis use in relation to pain, anxiety, or sleep, nor does it describe effects on these conditions."
leoejkg,0,Low,"The post does not mention cannabis or any health concerns related to pain, anxiety, or sleep, making it off-topic based on the relevance criteria."
lfq1umn,0,Low,"The post discusses managing chronic pain and offers advice on growing and vaporizing cannabis, but it does not explicitly mention or relate cannabis use to pain, anxiety, or sleep symptoms or their alleviation/worsening."
lfzytpu,0,Low,"The post discusses cannabis policy and legalization efforts without mentioning any health concerns related to pain, anxiety, or sleep."
lgnafs1,1,High,"The post explicitly mentions using CBD for anxiety, PTSD, pain, and insomnia, which are all relevant health concerns related to the target conditions."
lgssxjw,1,High,"The post explicitly mentions using CBD oil to treat severe anxiety and PTSD, which are among the targeted health concerns, indicating relevance."
lgywvbc,0,Low,"The post discusses effects of CBG on energy and mood but does not mention pain, anxiety, or sleep, which are the specific conditions of interest."
lh112hj,0,Low,"The post discusses industry regulation and legislation concerns without mentioning cannabis's effects on pain, anxiety, or sleep."
lh45545,1,Medium,"The post discusses cannabis strains in relation to mental health symptoms (anxiety and paranoia), which aligns with the relevance criteria for anxiety and sleep concerns."
lho409l,0,Low,"The post discusses topical CBD use for inflammation in an elderly person without mentioning pain, anxiety, or sleep concerns related to cannabis, thus it does not meet the relevance criteria."
lhr22gp,0,Low,"The post discusses topical CBD use for soreness and joint noise but does not clearly mention or relate to pain, anxiety, or sleep concerns."
li4a8dt,0,Low,"The post discusses concerns about pesticides and quality of cannabis but does not mention any health symptoms, conditions, or effects related to pain, anxiety, or sleep."
li4f589,0,Low,"The post discusses magnesium and zinc supplements for sleep but does not mention cannabis or its effects on sleep, pain, or anxiety."
li8m04f,1,Medium,"The post discusses cannabis use (sativa) and its effect (exhaustion) related to the condition of fatigue, which can be associated with sleep or overall health concerns, fitting the relevance criteria."
lib9oth,1,Medium,"The post mentions CBD oil being used for pain and sleep, which are relevant conditions, but it does not specify whether it helps or worsens these symptoms or discuss dosage or effects in detail."
licxiw7,1,Medium,"The post discusses cannabis use (via carts) and implies a concern about dependence or effects, which could relate to anxiety or sleep, but it does not explicitly mention these conditions or specific symptoms."
lidarq0,0,Low,"The post discusses addiction and recovery strategies but does not explicitly mention or relate cannabis use to pain, anxiety, or sleep concerns."
lih03gb,0,Low,"The post discusses improved singing ability and breath control but does not mention cannabis, pain, anxiety, or sleep concerns related to cannabis use."
lii49ej,1,High,"The post discusses cannabis use in relation to anxiety symptoms, mentioning that it helps with racing heart rate and anxiety, which aligns with the relevance criteria."
lin8w67,0,Medium,The post discusses exercise and work as methods to manage anxiety and depression but does not explicitly mention cannabis or its effects related to these conditions.
lio6qsb,0,Low,"The post only mentions sleep duration without discussing cannabis or its relation to sleep, pain, or anxiety."
lir7j0n,1,High,"The post clearly discusses cannabis use for sleep and anxiety, mentions withdrawal-related dreams, and describes anxiety symptoms related to sleep, fitting the relevance criteria."
lisyz6j,1,Medium,"The post discusses cannabis's effect on sleep, specifically helping the user relax and fall asleep, which aligns with the sleep concern in the relevance criteria."
livhxsj,1,High,"The post explicitly mentions using CBD for anxiety, pain, and insomnia, which are among the targeted health concerns, and describes positive effects related to these conditions."
livt1cy,0,Low,"The post discusses general effects of being high but does not explicitly mention any impact on sleep, anxiety, or pain related to cannabis use."
lizyr1e,1,High,"The post discusses sleep issues related to cannabis use and reports improvement after sobriety, directly addressing sleep concerns in relation to cannabis."
lj00hrw,1,High,"The post clearly discusses cannabis withdrawal symptoms related to anxiety and physical symptoms such as racing heart and sweating, which are relevant to the specified health concerns."
lj08crt,1,High,"The post discusses cannabis use in relation to sleep patterns and mentions changes in sleep quality after quitting, which aligns with the relevance criteria for sleep."
lj3kf5g,0,Medium,"The post mentions using cannabis for sleep but does not explicitly discuss its effects on sleep, anxiety, or pain, nor does it mention symptoms or conditions related to these concerns."
lj3ujw3,0,Low,"The post mentions cannabis tinctures and RSO but does not specify any discussion related to pain, anxiety, or sleep symptoms or effects."
lj4qma0,1,High,"The post discusses cannabis withdrawal symptoms (weird dreams and insomnia) in the context of quitting, which relates directly to sleep and the effects of cannabis on sleep."
lj80ajz,0,Low,"The post discusses trauma and nervous system dysregulation without any mention of cannabis or its relation to pain, anxiety, or sleep."
lj89f25,0,Medium,"The post discusses boundaries and support regarding cannabis use but does not explicitly mention or focus on cannabis's effects, usage, or symptoms related to pain, anxiety, or sleep."
lj948a6,0,Low,"The post discusses behavioral changes and recovery from gaming and substance use but does not explicitly mention cannabis or its effects on pain, anxiety, or sleep."
lj9mtn8,1,High,"The post explicitly mentions that cannabis helps the user's anxiety and depression, which are both relevant health concerns."
lj9yrxy,0,Low,"The post does not mention cannabis or any health concerns related to pain, anxiety, or sleep."
ljak4ia,0,Low,"The post does not mention cannabis, health concerns, or related symptoms; it appears to be unrelated to the specified health conditions."
